"rhino_id","inst_id","species","sex","dob","age","birth_type","housing","date","lat","long","keeper_id","social_incomp","active","calm","investigative","sleep","stereotypies","assertive","chemosensory","con_af","con_ag","con_ff","food_ag","no_obj","pre_obj","social","vocal","fam_af","fam_ag","fam_ff","responsive","stranger_af","stranger_ag","stranger_ff"
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-02,39.00694,-94.5291537,"Keeper 66","No",6.8,2.8,6,6.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,6.5,9,0.5,0.5
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 30","",8,10,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,10,0,0
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 26","No",7,8,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.5,2,7,7,0.1,2
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-04,39.00694,-94.5291537,"Keeper 101","No",5,7,8,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,6,0,0
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 147","No",6.5,7.8,8.4,4.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,0.3,0.4,9,5.8,0,2.5
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-08,39.00694,-94.5291537,"Keeper 132","Yes",4,9,6,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.5,1,8,9.5,0.1,0.1
19990817,"Inst-24","Eastern Black","Female",2007-07-11,15,"Captive","Individual",2022-12-09,39.00694,-94.5291537,"Keeper 215","Yes",6,5,5,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.5,0.5,6.5,8,0.5,0.5
24422649,"Inst-25","Eastern Black","Female",2005-07-06,17,"Captive","Social",2023-01-26,41.9217,-87.63364,"Keeper 10","No",6.5,5.8,7.4,5,3,4.2,9.6,8.8,3.8,0.2,2.8,NA,NA,1.3,1.4,9.6,1.3,1.2,9.5,2.7,3.6,9.2
24422649,"Inst-25","Eastern Black","Female",2005-07-06,17,"Captive","Social",2023-01-28,41.9217,-87.63364,"Keeper 22","No",6.4,2.3,7.7,3.5,2.9,3.2,5.8,7.5,1.8,2.1,2,2,2.2,8.8,7.9,7.6,3.4,5.8,6.9,2.8,3.8,8.5
24422649,"Inst-25","Eastern Black","Female",2005-07-06,17,"Captive","Social",2023-01-29,41.9217,-87.63364,"Keeper 206","",4,3,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,8,1,2,9
24422649,"Inst-25","Eastern Black","Female",2005-07-06,17,"Captive","Social",2023-01-30,41.9217,-87.63364,"Keeper 207","No",5,2,7,4,0,NA,9,9,NA,NA,NA,NA,NA,8,3,10,0,1,9,1,0,8
24422649,"Inst-25","Eastern Black","Female",2005-07-06,17,"Captive","Social",2023-02-01,41.9217,-87.63364,"Keeper 21","No",5,4,4,5,1,NA,6,6,1,1,NA,NA,NA,6,0,10,1,0.5,9,NA,0,1
24688568,"Inst-25","Eastern Black","Male",2019-05-19,3,"Captive","Individual",2023-01-26,41.9217,-87.63364,"Keeper 10","",6.5,5,8.2,3.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,2,1.5,9.6,5.5,4.1,6.3
24688568,"Inst-25","Eastern Black","Male",2019-05-19,3,"Captive","Individual",2023-01-28,41.9217,-87.63364,"Keeper 22","",8.3,2.3,10,4.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,0.8,0.6,6.2,7.8,2,3.3
24688568,"Inst-25","Eastern Black","Male",2019-05-19,3,"Captive","Individual",2023-01-29,41.9217,-87.63364,"Keeper 206","",6.3,4.1,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,0.1,9,7,6,5
24688568,"Inst-25","Eastern Black","Male",2019-05-19,3,"Captive","Individual",2023-02-01,41.9217,-87.63364,"Keeper 21","",6,7,8,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0.5,8,0,0,1
24688568,"Inst-25","Eastern Black","Male",2019-05-19,3,"Captive","Individual",2023-01-30,41.9217,-87.63364,"Keeper 207","",8,1,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,8,0,1
20553968,"Inst-26","Southern White","Female",2013-04-06,9,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",8,7,8,5,1,9,2,8,7,3,4,3,3,7,2,9,1,1,5,9,1,1
20553968,"Inst-26","Southern White","Female",2013-04-06,9,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9.5,9,9.5,9,1,7,8,8.5,6,4,7.5,7.5,8,6.5,5,10,0,0,10,10,0,0
20553968,"Inst-26","Southern White","Female",2013-04-06,9,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",7,9,6,6,9,8,6,9,1,2,1,2,2,7,2,8,1,1,8,2,1,10
21370588,"Inst-26","Southern White","Male",2019-09-26,3,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",9,2,9,4,1,8,4,9,7,3,6,3,3,9,8,8,2,2,4,7,1,2
21370588,"Inst-26","Southern White","Male",2019-09-26,3,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",8.5,6.5,7,3,0,3,3.5,7,4.5,4.5,3,3,3,8.5,2.5,8,2,0,8,8,2,0
21370588,"Inst-26","Southern White","Male",2019-09-26,3,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",9,8,9,5,9,8,7,9,3,2,1,2,2,8,5,8,1,1,8,2,1,10
19990826,"Inst-26","Southern White","Female",1999-11-07,23,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",7,7,6,5,1,9,3,5,5,2,4,5,4,4,5,7,2,1,6,6,2,2
19990826,"Inst-26","Southern White","Female",1999-11-07,23,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",7.5,7,8,3,0,8.5,5,4.5,7.5,2.5,8,8,8,2.5,5,8.5,1.5,0,10,8.5,1.5,0
19990826,"Inst-26","Southern White","Female",1999-11-07,23,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",7,9,6,6,9,8,6,9,2,2,1,2,2,7,2,8,1,1,8,2,1,10
22742480,"Inst-26","Southern White","Female",2015-03-18,7,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",9,8,8,5,1,9,2,8,3,3,4,2,2,7,2,9,1,1,5,9,1,1
22742480,"Inst-26","Southern White","Female",2015-03-18,7,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",8,8,8.5,3,0,8,4.5,3.5,8,4,9,9,9,4,0,8.5,1.5,0,10,8.5,1.5,0
22742480,"Inst-26","Southern White","Female",2015-03-18,7,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",7,9,6,6,9,8,6,9,1,2,1,2,2,7,2,8,1,1,8,2,1,10
19947173,"Inst-26","Southern White","Male",1968-01-01,55,"Wild","Individual",2023-02-14,26.7127391,-80.3222017,"Keeper 246","Yes",2.5,9,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,10,0,0
19947173,"Inst-26","Southern White","Male",1968-01-01,55,"Wild","Individual",2023-02-15,26.7127391,-80.3222017,"Keeper 56","",3.5,8.5,1.5,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1,1,9,9.5,1,1
19947173,"Inst-26","Southern White","Male",1968-01-01,55,"Wild","Individual",2023-02-18,26.7127391,-80.3222017,"Keeper 64","",3,9.5,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,8.5,9.5,0,0
19990838,"Inst-26","Southern White","Male",2012-05-04,10,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",9,4,9,4,1,3,7,9,7,3,3,4,4,5,4,7,3,2,5,9,3,2
19990838,"Inst-26","Southern White","Male",2012-05-04,10,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 56","Yes",7,7,7.5,3,0,3.5,9,8,6.5,5.5,4.5,4,4,6.5,7,9,1,1,9,9,1,1
19990838,"Inst-26","Southern White","Male",2012-05-04,10,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",8,6,8,6,9,7,5,5,3,2,1,2,2,9,2,8,1,1,8,2,1,10
19990847,"Inst-26","Southern White","Female",2001-06-23,21,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",7,3,6,5,2,2,3,5,3,6,3,4,3,5,3,4,1,7,5,3,1,7
19990847,"Inst-26","Southern White","Female",2001-06-23,21,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 56","No",9.5,4.5,7.5,3.5,1.5,8.5,8,5,8.5,5,8.5,8,8,7.5,4.5,7,3,3,7,7,3,3
19990847,"Inst-26","Southern White","Female",2001-06-23,21,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",7,9,6,6,9,8,6,9,1,2,1,2,2,9,2,8,1,1,8,2,1,10
19990844,"Inst-26","Southern White","Female",2020-01-30,3,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9.5,8,8,2,0,3.5,5,8,4.5,2.5,3,3,3,7.5,3,10,0,0,10,10,0,0
19990844,"Inst-26","Southern White","Female",2020-01-30,3,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",9,9,8,5,9,8,7,9,1,2,1,2,2,8,2,8,1,1,7,2,1,10
19940438,"Inst-26","Southern White","Female",2008-12-09,14,"Captive","Social",2023-02-12,26.7127391,-80.3222017,"Keeper 59","No",7,6,9,5,1,8,5.5,6,4,4,6,5,5,6,1,9,1,1,3,9,1,2.5
19940438,"Inst-26","Southern White","Female",2008-12-09,14,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9,8.5,8.5,7,1,1,7,1,1,1,NA,6,1,8,7.5,9,1,1,9,9,1,1
19940438,"Inst-26","Southern White","Female",2008-12-09,14,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",8,7,7,6,1,10,5,10,0,10,0,0,0,9,3,9,0,0,9,0,0,9
19940654,"Inst-26","Southern White","Female",1996-08-15,26,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",7,6,5,6,1,7,4,5,6,2,5,4,3,3,6,3,2,3,7,4,4,6
19940654,"Inst-26","Southern White","Female",1996-08-15,26,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9,8.5,9,8,1,1,1,8,1,1,7.5,1,1,7.5,7,9,1,1,9.5,9.5,1,1
19940654,"Inst-26","Southern White","Female",1996-08-15,26,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",8,7,7,6,1,10,5,8,0,10,1,1,1,9,2,9,0,0,9,0,0,9
19939259,"Inst-26","Southern White","Female",2011-04-28,11,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",7,8,8,5,1,7,4,5.5,4,2,5,5,5,4,1,8,1,1,7,8,1,1
19939259,"Inst-26","Southern White","Female",2011-04-28,11,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9,9,8,7,1,1,1,6,1,1,2,1,1,1,1,8,1,1,9,9,1,1
19939259,"Inst-26","Southern White","Female",2011-04-28,11,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",8,7,7,6,1,10,5,8,0,10,1,1,1,9,3,9,0,0,7,0,0,9
19990841,"Inst-26","Southern White","Female",1980-12-11,42,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",2,9,3,8,1,1,1,2,2,2,1,1,1,3,1,9,1,1,9,9,1,1
19990841,"Inst-26","Southern White","Female",1980-12-11,42,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 56","No",9,8,7.5,4,1,2.5,1,2.5,7,2.5,2.5,2,2,1.5,1.5,9,1,9,9,9,1,1
19990841,"Inst-26","Southern White","Female",1980-12-11,42,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",5,9,6,8,9,8,6,9,0,2,1,2,2,6,2,9,1,1,9,2,1,10
21370591,"Inst-26","Southern White","Female",1997-02-21,25,"Captive","Social",2023-02-13,26.7127391,-80.3222017,"Keeper 59","No",8,4,6,5,1,6,2,5,6,2,2,2,1,4,3,7,3,3,5,4,3,3
21370591,"Inst-26","Southern White","Female",1997-02-21,25,"Captive","Social",2023-02-15,26.7127391,-80.3222017,"Keeper 56","No",9.5,7,8.5,2.5,1.5,8,7.5,9,6.5,5,7,5,5,NA,6.4,7,3,7,7,7,3,3
21370591,"Inst-26","Southern White","Female",1997-02-21,25,"Captive","Social",2023-02-18,26.7127391,-80.3222017,"Keeper 20","No",7,9,6,6,9,8,6,9,0,2,1,2,2,7,2,8,1,1,8,2,1,10
20563568,"Inst-27","Eastern Black","Female",2006-07-15,16,"Captive","Social",2023-06-27,34.7470271,-92.3301901,"Keeper 128","No",10,6.3,10,4.6,5.9,5,10,10,2.4,5.1,5.1,1.2,5,10,8.6,9.5,4.1,2.1,8,5,5,5
20563568,"Inst-27","Eastern Black","Female",2006-07-15,16,"Captive","Social",2023-06-27,34.7470271,-92.3301901,"Keeper 137","No",5,2,10,3,NA,6,2,3,2,2,1,NA,NA,2,NA,7,1,0,7,5,0,1
20563568,"Inst-27","Eastern Black","Female",2006-07-15,17,"Captive","Social",2023-08-05,34.7470271,-92.3301901,"Keeper 243","No",5,3,3.9,4,0,10,0,10,8.1,4.9,0,0,0,6,5,10,3,0,9,5,3.9,0
19298571,"Inst-28","Southern White","Male",2014-11-12,7,"Captive","Individual",2022-10-28,38.2057299,-85.7071264,"Keeper 88","",5,7.5,2.5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,9,5,NA,0
19298571,"Inst-28","Southern White","Male",2014-11-12,7,"Captive","Individual",2022-10-29,38.2057299,-85.7071264,"Keeper 81","",5,3,6,5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.5,0.7,9.3,8.5,1,0.5
19298571,"Inst-28","Southern White","Male",2014-11-12,7,"Captive","Individual",2022-11-10,38.2057299,-85.7071264,"Keeper 125","",7,0.2,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9,10,0,0
19298571,"Inst-28","Southern White","Male",2014-11-12,8,"Captive","Individual",2022-11-12,38.2057299,-85.7071264,"Keeper 118","",5,3,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,8,7,0,0
19298643,"Inst-28","Southern White","Female",1984-01-11,38,"Captive","Individual",2022-10-28,38.2057299,-85.7071264,"Keeper 88","",3,10,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8,5,0,0
19298643,"Inst-28","Southern White","Female",1984-01-11,38,"Captive","Individual",2022-10-29,38.2057299,-85.7071264,"Keeper 81","",3.5,9.5,5,6.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,8.5,8.5,0,1.5
19298643,"Inst-28","Southern White","Female",1984-01-11,38,"Captive","Individual",2022-11-10,38.2057299,-85.7071264,"Keeper 125","",6.6,10,5.1,3.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,8.4,10,0,0
19298643,"Inst-28","Southern White","Female",1984-01-11,38,"Captive","Individual",2022-11-12,38.2057299,-85.7071264,"Keeper 118","",4,6,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.5,0.5,6,2.5,0,2
19030349,"Inst-29","Southern White","Male",2016-08-14,6,"Captive","Social",2022-11-23,39.3227067999999,-76.6498096,"Keeper 197","No",8,7.1,6.4,5,0,7,2.6,6,3.1,0,3,0,0,0,3.9,10,0,0,10,7,0,0
19030349,"Inst-29","Southern White","Male",2016-08-14,6,"Captive","Social",2022-11-23,39.3227067999999,-76.6498096,"Keeper 216","No",7,4.6,5,4,0,8,3.7,3,6,3,8,6.6,7.1,2.3,4.5,7,0,0,8.5,6,0.7,1
19030349,"Inst-29","Southern White","Male",2016-08-14,6,"Captive","Social",2022-11-26,39.3227067999999,-76.6498096,"Keeper 77","No",6.1,7.2,6,7.3,0,1.6,6.6,7.4,1.8,4.7,1.1,0.1,0.1,6.1,2.9,9.1,0,0,10,10,0,0
19030349,"Inst-29","Southern White","Male",2016-08-14,5,"Captive","Social",2022-07-18,39.3227067999999,-76.6498096,"Keeper 27","No",8,9,5,5,0,7,5,5,0,0,7,5,5,9,5,10,0,0,10,10,0,1
19030346,"Inst-29","Southern White","Male",2016-06-07,6,"Captive","Social",2022-07-18,39.3227067999999,-76.6498096,"Keeper 27","No",8,9,10,5,0,6,5,5,0,0,5,5,5,9,8,10,0,0,10,10,0,0
19030346,"Inst-29","Southern White","Male",2016-06-07,6,"Captive","Social",2022-11-22,39.3227067999999,-76.6498096,"Keeper 197","No",6.6,7.6,6.4,4.5,0,6.5,2,7.2,4,0,4,0,0,7,4.1,10,0,0,10,9,0,0
19030346,"Inst-29","Southern White","Male",2016-06-07,6,"Captive","Social",2022-11-23,39.3227067999999,-76.6498096,"Keeper 216","No",8,6,5,3,0,3,5,6,3,6,4,3.1,6.1,4,5,9,0.6,0,9.4,6,1,0
19030346,"Inst-29","Southern White","Male",2016-06-07,6,"Captive","Social",2022-11-26,39.3227067999999,-76.6498096,"Keeper 77","No",6.2,7.3,7.5,5.8,NA,3.8,7.2,7.1,1.5,0.7,7.1,0.1,0.1,6.4,2.4,8.1,0,0,10,8.9,0,0
24424419,"Inst-30","Southern White","Male",2010-03-17,12,"Captive","Social",2022-11-19,35.1481899,-89.994947,"Keeper 106","No",2.5,3.5,3.5,5,0,0.5,5,7.5,0.5,1,0,0,0,8,5,9,0.1,0,7.5,9,0,0
24424419,"Inst-30","Southern White","Male",2010-03-17,12,"Captive","Social",2022-11-20,35.1481899,-89.994947,"Keeper 37","No",4,3,3,6.1,1.1,4,6,4,2,2,1,1,1,6,1,7,1,1,7,6,1,3
24424419,"Inst-30","Southern White","Male",2010-03-17,12,"Captive","Social",2022-12-08,35.1481899,-89.994947,"Keeper 231","No",6,3,6,6.5,0,4,9,8,6,1,0.5,7.9,0,9,8,6,4,0.2,7.5,5,3,2
24424419,"Inst-30","Southern White","Male",2010-03-17,12,"Captive","Social",2022-12-09,35.1481899,-89.994947,"Keeper 141","No",7,4,6,7,0,3.4,7,7.1,3.5,3.5,7.1,0,0,7,7,8,3.5,2,7.5,7,5,3
24424419,"Inst-30","Southern White","Male",2010-03-17,13,"Captive","Social",2023-03-17,35.1481899,-89.994947,"Keeper 115","No",6,6.1,5.3,4,0.2,1,8.6,6,0.2,6.9,0.3,0.2,0.4,9.1,7.9,0.7,0.1,0.2,8.3,7.8,0.4,1
24424419,"Inst-30","Southern White","Male",2010-03-17,13,"Captive","Social",2023-03-18,35.1481899,-89.994947,"Keeper 6","No",5,4,7,8,5,6,8,8,3,4,3.5,NA,NA,6.5,2,9,4,1.5,7.5,7,2,1
24424419,"Inst-30","Southern White","Male",2010-03-17,13,"Captive","Social",2023-03-19,35.1481899,-89.994947,"Keeper 117","No",3.5,5,3.2,7,0,0,3.8,4.9,0,10,0,0,0,NA,5,9,0,0,6.5,3.1,0,0
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2022-11-19,35.1481899,-89.994947,"Keeper 106","No",2,5,3,8,0.5,2.5,2,1.5,1,0,0,0,0,1,3.5,5,0,0,6,8,0,0
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2022-11-20,35.1481899,-89.994947,"Keeper 37","No",3,2,2,7,1,7,2,6,2,2,1,1,1,6,2,8,1,1,7,6,0.9,2.5
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2022-12-08,35.1481899,-89.994947,"Keeper 231","No",4,4,3,7,0,6,1,6,2,0.5,0,0,0,6,2,9,0.5,1,6.5,8,0.2,0.5
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2022-12-09,35.1481899,-89.994947,"Keeper 141","No",4,6,4,7,7,7,2,3,2,2,2,0,0,4,2,4,0,2,7,2,1,3
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2023-03-17,35.1481899,-89.994947,"Keeper 115","No",5.6,7,5.9,4.2,0,2.9,4.3,7.6,2.4,1,1,0.3,0.3,6,2.3,8.3,0.2,0.6,8.7,8.6,0.2,1.6
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2023-03-17,35.1481899,-89.994947,"Keeper 79","No",4.5,6,5.5,6,5.5,7,4,3.5,6.2,2.5,6.5,5,5,3,2.5,9,1.5,1.5,6.5,7.5,1.5,3.5
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2023-03-18,35.1481899,-89.994947,"Keeper 6","No",5,3,7,8.5,6.5,3,1,5.5,2.5,2.6,3.5,NA,NA,6.5,1,9.5,1.5,1,6,7.5,0.5,0.5
14662471,"Inst-30","Southern White","Female",1995-07-09,27,"Captive","Social",2023-03-19,35.1481899,-89.994947,"Keeper 117","No",2,3,5,8,1,10,5,3,10,0,10,5,0,NA,5,8,0,0,7,4,0,0
24424725,"Inst-31","Southern White","Female",2015-05-02,7,"Wild","Social",2023-01-13,36.089705,-86.7420959999999,"Keeper 129","No",6.1,6.2,6.5,7,0.1,1,1.8,7.9,2.1,0.1,0.1,0.1,0.1,7.5,0.1,9.1,0.1,0,8,5,0.1,4.1
24424731,"Inst-31","Southern White","Female",2015-05-02,7,"Wild","Social",2023-01-13,36.089705,-86.7420959999999,"Keeper 129","No",7.9,7.2,7.2,7.2,0.2,8.2,0.2,5.1,7.5,0.5,0.2,0.3,0.3,10,0.1,10,0.2,0.3,7.9,8.5,0.1,0.3
24424419,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-10,41.4423021,-90.4350144,"Keeper 198","",7,6.4,8,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.8,8,0,3.8
19299483,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-10,41.4423021,-90.4350144,"Keeper 198","",7,6.4,8,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.8,8,0,3.8
24424419,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-13,41.4423021,-90.4350144,"Keeper 159","",8.9,6.4,8.1,3.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,9.4,0,0.1
19299483,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-13,41.4423021,-90.4350144,"Keeper 159","",8.9,6.4,8.1,3.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,9.4,0,0.1
24424419,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-19,41.4423021,-90.4350144,"Keeper 178","",7,4,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0,8,6.5,1,3
19299483,"Inst-32","Southern White","Male",2019-01-29,3,"Captive","Individual",2022-12-19,41.4423021,-90.4350144,"Keeper 178","",7,4,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0,8,6.5,1,3
18673181,"Inst-33","Southern White","Female",2005-12-03,17,"Captive","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",3.5,9.9,5,4,0.1,3,3,4,1,0.5,3,1,1,9,5,9.5,0.1,0.1,5,4,0.1,1
18673181,"Inst-33","Southern White","Female",2005-12-03,17,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",6.5,9.5,7,6.5,0,2,4,7,1,6,3,2,2,6.5,3.5,10,0,0,8.5,8.5,0,0
18673181,"Inst-33","Southern White","Female",2005-12-03,17,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 217","No",6,7,7,5,0,6,6,7,4,3,3,6,6,7,6,9,0.1,0.1,8,9,0.1,0.1
18673181,"Inst-33","Southern White","Female",2005-12-03,17,"Captive","Social",2022-12-22,35.6297984,-79.7647964,"Keeper 222","No",5.4,10,5.1,8,0.6,4.3,4.3,8.4,4.5,4.9,5.5,4,0.3,8.5,4.5,10,0.3,0.2,5.2,9.9,0.6,0.9
18673181,"Inst-33","Southern White","Female",2005-12-03,16,"Captive","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",7.1,10,8.5,5,0.2,7,7.5,9,5,0.3,4.5,7.5,8,8,8.5,9.8,0.2,0.2,9.8,9,0.2,0.2
24424800,"Inst-33","Southern White","Female",2018-07-13,4,"Captive","Social",2022-11-27,35.6297984,-79.7647964,"Keeper 222","No",6.7,3,6.7,4,0,2,4,8,5,6,6.7,2.4,2.3,9.5,8.7,10,0,0,10,10,0.1,2.1
24424800,"Inst-33","Southern White","Female",2018-07-13,4,"Captive","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",8.6,4,7.5,5,2,4.5,8,9.5,6.5,2.5,8.5,3,3,9.8,5.5,10,0.2,0.2,9.9,9,0.2,0.5
24424800,"Inst-33","Southern White","Female",2018-07-13,4,"Captive","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",9,2,5,4,3,3,3,5,3,3,2,2,2,10,10,10,0.1,0.1,8,8,0.5,1
24424800,"Inst-33","Southern White","Female",2018-07-13,4,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",9.5,1.5,5,3,0,1.7,6,9.5,1.5,8,2,6.5,6.2,10,8.7,10,0,0,8.8,10,0,0
24424800,"Inst-33","Southern White","Female",2018-07-13,4,"Captive","Social",2022-12-10,35.6297984,-79.7647964,"Keeper 217","No",7,2,5,7,0,2,5,3,1,2,1,0.5,0.5,6,4,8,0.1,0.1,8,7,0.1,0.1
21639474,"Inst-33","Southern White","Female",2020-02-24,2,"Captive","Social",2022-11-29,35.6297984,-79.7647964,"Keeper 102","No",7,3,6.5,5,0.2,1.5,5,6.5,2,0.4,4,3.1,2,6.5,0.2,10,0.2,0.3,10,9.6,0.3,1.5
21639474,"Inst-33","Southern White","Female",2020-02-24,2,"Captive","Social",2022-12-09,35.6297984,-79.7647964,"Keeper 131","No",9,4,7,4.5,0,1,7,9,1.5,8,1.5,2.5,2.5,5.5,7.5,10,0,0,10,8,0,2
21639474,"Inst-33","Southern White","Female",2020-02-24,2,"Captive","Social",2022-12-10,35.6297984,-79.7647964,"Keeper 217","No",6,5,5,7,0,2,5,5,0.1,1,1,0.1,0.1,8,3,8,0.5,0.1,8,9,0.1,0.1
21639474,"Inst-33","Southern White","Female",2020-02-24,2,"Captive","Social",2022-12-07,35.6297984,-79.7647964,"Keeper 164","No",9,4,6,5,0.1,3,3,5,1,3,2,2,2,5,5,10,1,0.5,9,6,3,1
